 State-gov, Bachelors, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Masters, Divorced, Exec-managerial, White, Male, United-States, >50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Federal-gov, 11th, Divorced, Adm-clerical, White, Female, Canada, <=50K
 Private, 11th, Never-married, Priv-house-serv, White, Female, United-States, <=50K
 Private, Masters, Never-married, Priv-house-serv, White, Female, ?, <=50K
 Federal-gov, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, 7th-8th, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Assoc-acdm, Never-married, Sales, Black, Male, ?, <=50K
 Private, HS-grad, Never-married, Other-service, Asian-Pac-Islander, Male, Japan, <=50K
 Private, HS-grad, Separated, Other-service, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, White, Female, Hungary, <=50K
 Self-emp-not-inc, Masters, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Local-gov, Masters, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Local-gov, Some-college, Never-married, Prof-specialty, Black, Female, United-States, <=50K
 Private, 12th, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Private, HS-grad, Married-spouse-absent, Adm-clerical, White, Female, United-States, <=50K
 Private, 11th, Never-married, Transport-moving, White, Male, United-States, <=50K
 Local-gov, Bachelors, Divorced, Other-service, White, Male, United-States, <=50K
 Private, Assoc-acdm, Divorced, Transport-moving, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Local-gov, Bachelors, Divorced, Protective-serv, Black, Male, United-States, >50K
 Private, HS-grad, Never-married, Craft-repair, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private, HS-grad, Widowed, Other-service, White, Male, United-States, <=50K
 Private, Prof-school, Never-married, Prof-specialty, White, Male, United-States, >50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, Masters, Divorced, Exec-managerial, White, Male, United-States, >50K
 Self-emp-not-inc, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 ?, HS-grad, Widowed, ?, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Self-emp-not-inc, Bachelors, Never-married, Sales, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Local-gov, HS-grad, Divorced, Farming-fishing, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Male, United-States, <=50K
 ?, 11th, Never-married, ?, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Masters, Never-married, Exec-managerial, Other, Male, Cuba, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Separated, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Sales, White, Female, United-States, <=50K
 Private, Some-college, Separated, Other-service, White, Male, Columbia, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Female, United-States, >50K
 Private, 1st-4th, Never-married, Handlers-cleaners, White, Male, Mexico, <=50K
 Private, 12th, Married-spouse-absent, Transport-moving, Black, Male, ?, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, 5th-6th, Separated, Other-service, White, Male, Italy, <=50K
 Federal-gov, 10th, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Widowed, Other-service, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, Some-college, Married-spouse-absent, Craft-repair, White, Male, ?, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Female, Columbia, <=50K
 Private, Prof-school, Never-married, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Widowed, Adm-clerical, Black, Female, United-States, <=50K
 State-gov, Some-college, Never-married, Tech-support, White, Male, United-States, <=50K
 Private, 12th, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Local-gov, Doctorate, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Protective-serv, Black, Male, United-States, <=50K
 ?, HS-grad, Widowed, ?, White, Female, United-States, <=50K
 Local-gov, Masters, Never-married, Prof-specialty, White, Male, United-States, >50K
 Private, Masters, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Assoc-voc, Divorced, Exec-managerial, White, Male, United-States, >50K
 Private, Bachelors, Divorced, Protective-serv, White, Male, United-States, <=50K
 Federal-gov, Bachelors, Never-married, Adm-clerical, White, Male, Puerto-Rico, <=50K
 Private, Masters, Divorced, Prof-specialty, White, Female, United-States, <=50K
 ?, 11th, Never-married, ?, Black, Female, United-States, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 State-gov, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, Black, Female, United-States, <=50K
 Private, Bachelors, Divorced, Prof-specialty, White, Female, United-States, >50K
 Local-gov, HS-grad, Widowed, Other-service, White, Female, Canada, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Craft-repair, White, Male, Canada, <=50K
 Private, HS-grad, Separated, Transport-moving, Asian-Pac-Islander, Male, United-States, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 ?, HS-grad, Widowed, ?, White, Male, United-States, <=50K
 Private, Some-college, Separated, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, Assoc-voc, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, White, Male, United-States, >50K
 Private, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 Private, 11th, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Federal-gov, HS-grad, Widowed, Exec-managerial, White, Female, United-States, <=50K
 Private, Prof-school, Never-married, Exec-managerial, White, Male, United-States, >50K
 Private, 10th, Never-married, Sales, White, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Tech-support, Asian-Pac-Islander, Female, Philippines, <=50K
 Private, 11th, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Widowed, Sales, White, Female, United-States, <=50K
 Federal-gov, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, White, Male, United-States, <=50K
 Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, White, Male, United-States, >50K
 Private, Bachelors, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Prof-specialty, Black, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Federal-gov, Some-college, Divorced, Handlers-cleaners, Asian-Pac-Islander, Male, United-States, <=50K
 Self-emp-inc, Bachelors, Divorced, Sales, White, Male, United-States, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Federal-gov, Bachelors, Never-married, Protective-serv, White, Female, United-States, >50K
 Private, Bachelors, Married-spouse-absent, Adm-clerical, White, Female, Cuba, <=50K
 Private, Bachelors, Never-married, Farming-fishing, White, Male, United-States, <=50K
 ?, Assoc-voc, Never-married, ?, Amer-Indian-Eskimo, Female, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, Puerto-Rico, <=50K
 Local-gov, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-inc, Masters, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Sales, White, Female, United-States, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, White, Male, United-States, <=50K
 Local-gov, Masters, Never-married, Exec-managerial, White, Female, United-States, >50K
 Local-gov, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Asian-Pac-Islander, Female, South, >50K
 Private, HS-grad, Divorced, Other-service, White, Male, United-States, <=50K
 Local-gov, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 ?, HS-grad, Widowed, ?, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 State-gov, HS-grad, Divorced, Protective-serv, White, Male, United-States, >50K
 Private, Bachelors, Never-married, Tech-support, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Male, Columbia, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Craft-repair, White, Male, United-States, >50K
 Private, 9th, Never-married, Sales, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Tech-support, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, 5th-6th, Never-married, Transport-moving, White, Male, ?, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Local-gov, Assoc-acdm, Never-married, Adm-clerical, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, United-States, <=50K
 Private, Bachelors, Separated, Craft-repair, White, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Tech-support, White, Male, United-States, <=50K
 Federal-gov, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, 10th, Never-married, Craft-repair, White, Male, United-States, <=50K
 ?, Bachelors, Never-married, ?, White, Female, United-States, <=50K
 Private, 5th-6th, Never-married, Priv-house-serv, White, Female, England, <=50K
 State-gov, Some-college, Divorced, Transport-moving, White, Male, United-States, <=50K
 Private, Some-college, Widowed, Sales, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Asian-Pac-Islander, Male, Vietnam, <=50K
 Private, HS-grad, Never-married, Transport-moving, Black, Male, United-States, <=50K
 Private, 11th, Married-spouse-absent, Handlers-cleaners, White, Female, Mexico, <=50K
 Private, Some-college, Separated, Sales, White, Male, United-States, >50K
 Private, Masters, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, HS-grad, Widowed, Other-service, White, Female, United-States, <=50K
 ?, HS-grad, Married-spouse-absent, ?, White, Female, United-States, <=50K
 ?, HS-grad, Separated, ?, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, Masters, Never-married, Sales, White, Male, United-States, <=50K
 Private, Bachelors, Divorced, Sales, White, Male, United-States, >50K
 Private, 9th, Never-married, Craft-repair, Other, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, Asian-Pac-Islander, Male, Philippines, <=50K
 Private, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 State-gov, HS-grad, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Sales, Asian-Pac-Islander, Male, South, <=50K
 ?, 7th-8th, Widowed, ?, White, Female, United-States, <=50K
 Local-gov, Bachelors, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, 10th, Widowed, Transport-moving, White, Female, United-States, <=50K
 Self-emp-inc, Prof-school, Never-married, Prof-specialty, White, Male, United-States, >50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, >50K
 ?, HS-grad, Divorced, ?, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-spouse-absent, Exec-managerial, White, Male, Poland, <=50K
 Private, Some-college, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Federal-gov, HS-grad, Never-married, Armed-Forces, White, Male, United-States, <=50K
 Federal-gov, Bachelors, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, <=50K
 State-gov, Masters, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, <=50K
 State-gov, Assoc-acdm, Never-married, Prof-specialty, Black, Male, United-States, >50K
 Federal-gov, HS-grad, Divorced, Exec-managerial, Other, Female, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Female, United-States, <=50K
 Local-gov, HS-grad, Divorced, Tech-support, Black, Female, United-States, <=50K
 Private, Some-college, Divorced, Tech-support, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, Masters, Divorced, Sales, White, Male, Iran, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Local-gov, Assoc-voc, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, Masters, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Exec-managerial, White, Male, United-States, >50K
 ?, HS-grad, Separated, ?, Black, Female, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, >50K
 Private, HS-grad, Divorced, Handlers-cleaners, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Prof-specialty, White, Male, United-States, >50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, Masters, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Adm-clerical, Asian-Pac-Islander, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, Black, Male, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Local-gov, Assoc-voc, Married-spouse-absent, Craft-repair, White, Male, United-States, <=50K
 Private, 11th, Never-married, Craft-repair, White, Male, United-States, <=50K
 Local-gov, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Black, Male, United-States, <=50K
 Self-emp-not-inc, Assoc-voc, Separated, Exec-managerial, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Female, United-States, <=50K
 Private, Assoc-acdm, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, Masters, Widowed, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Protective-serv, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, Mexico, <=50K
 Private, HS-grad, Widowed, Other-service, White, Female, Italy, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Masters, Divorced, Prof-specialty, White, Female, United-States, >50K
 Private, 11th, Widowed, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Tech-support, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Tech-support, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, Black, Male, United-States, <=50K
 Private, Some-college, Separated, Transport-moving, White, Male, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, White, Male, United-States, >50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 ?, Assoc-voc, Widowed, ?, White, Female, United-States, <=50K
 ?, Bachelors, Divorced, ?, White, Female, United-States, <=50K
 Private, 1st-4th, Divorced, Craft-repair, Other, Male, Dominican-Republic, <=50K
 Private, 11th, Never-married, Protective-serv, Black, Male, United-States, >50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Exec-managerial, White, Female, United-States, >50K
 Federal-gov, 5th-6th, Never-married, Craft-repair, White, Male, Mexico, <=50K
 Private, Bachelors, Never-married, Prof-specialty, Black, Male, United-States, <=50K
 Private, 5th-6th, Married-spouse-absent, Farming-fishing, White, Male, Mexico, <=50K
 Private, Bachelors, Never-married, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Protective-serv, White, Male, United-States, <=50K
 Self-emp-inc, Doctorate, Separated, Prof-specialty, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Craft-repair, White, Male, United-States, <=50K
 State-gov, 5th-6th, Never-married, Transport-moving, White, Male, United-States, <=50K
 Local-gov, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Male, United-States, <=50K
 Private, Bachelors, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Assoc-acdm, Never-married, Protective-serv, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Transport-moving, White, Female, United-States, >50K
 Private, Bachelors, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Tech-support, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Other-service, White, Female, United-States, <=50K
 Local-gov, Masters, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Protective-serv, White, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Prof-specialty, White, Male, United-States, >50K
 Private, Bachelors, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Tech-support, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Male, United-States, <=50K
 Federal-gov, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, 11th, Never-married, Handlers-cleaners, Black, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Local-gov, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, >50K
 Private, Some-college, Never-married, Adm-clerical, Black, Female, ?, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, 11th, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Preschool, Never-married, Farming-fishing, White, Male, Mexico, <=50K
 Private, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Private, Assoc-voc, Separated, Other-service, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, 10th, Divorced, Machine-op-inspct, Black, Female, United-States, <=50K
 Local-gov, Some-college, Widowed, Adm-clerical, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Exec-managerial, White, Male, United-States, >50K
 Private, Bachelors, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Tech-support, White, Male, United-States, <=50K
 Private, Bachelors, Widowed, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, Ireland, <=50K
 Private, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-inc, Bachelors, Divorced, Sales, White, Male, United-States, >50K
 Local-gov, Some-college, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, 10th, Widowed, Other-service, Black, Female, United-States, <=50K
 Private, Assoc-voc, Widowed, Craft-repair, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Exec-managerial, White, Male, United-States, >50K
 Private, 10th, Never-married, Machine-op-inspct, Asian-Pac-Islander, Male, Vietnam, <=50K
 Private, Assoc-voc, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Federal-gov, Bachelors, Divorced, Tech-support, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Female, United-States, >50K
 Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, White, Male, United-States, >50K
 Private, Assoc-voc, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Handlers-cleaners, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, Ireland, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, 7th-8th, Separated, Farming-fishing, Black, Male, United-States, <=50K
 State-gov, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Self-emp-not-inc, 10th, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Private, 5th-6th, Separated, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, 11th, Never-married, Other-service, White, Male, United-States, <=50K
 State-gov, HS-grad, Divorced, Other-service, White, Male, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, White, Female, United-States, >50K
 Private, Masters, Divorced, Exec-managerial, White, Male, United-States, >50K
 Private, Some-college, Widowed, Other-service, White, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Transport-moving, White, Male, United-States, <=50K
 Private, Doctorate, Never-married, Prof-specialty, White, Female, Germany, >50K
 Private, Assoc-voc, Never-married, Other-service, White, Male, United-States, <=50K
 State-gov, Bachelors, Never-married, Protective-serv, Black, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Adm-clerical, White, Male, United-States, >50K
 Private, Bachelors, Never-married, Craft-repair, Amer-Indian-Eskimo, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 State-gov, Prof-school, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 Private, 12th, Divorced, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, Some-college, Divorced, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
