 Private, Bachelors, Married-civ-spouse, Prof-specialty, Black, Female, Cuba, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Black, Female, United-States, <=50K
 ?, Masters, Married-civ-spouse, ?, Black, Female, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Black, Female, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, El-Salvador, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, Dominican-Republic, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, Canada, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Black, Female, United-States, >50K
 Private, 11th, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 State-gov, Masters, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Tech-support, Black, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Married-AF-spouse, Craft-repair, Black, Female, United-States, >50K
 State-gov, Some-college, Married-civ-spouse, Prof-specialty, Black, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, White, Female, ?, <=50K
 Private, Some-college, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Female, ?, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 State-gov, Masters, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Female, China, >50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 ?, 11th, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Amer-Indian-Eskimo, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, Mexico, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, Other, Female, Puerto-Rico, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Asian-Pac-Islander, Female, Philippines, <=50K
 Private, 11th, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 ?, 9th, Married-civ-spouse, ?, Asian-Pac-Islander, Female, Hong, <=50K
 Private, 7th-8th, Married-civ-spouse, Other-service, White, Female, Mexico, <=50K
 State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female, United-States, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Doctorate, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Masters, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Black, Female, United-States, >50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 State-gov, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, 10th, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Black, Female, United-States, <=50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 ?, 5th-6th, Married-civ-spouse, ?, White, Female, United-States, <=50K
 ?, Some-college, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, Scotland, <=50K
 Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 ?, 10th, Married-civ-spouse, ?, White, Female, Cuba, <=50K
 Private, Some-college, Married-civ-spouse, Other-service, White, Female, England, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 ?, Bachelors, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Priv-house-serv, White, Female, United-States, <=50K
 Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, Black, Female, Puerto-Rico, <=50K
 Private, Bachelors, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Tech-support, White, Female, United-States, >50K
 Private, 9th, Married-civ-spouse, Machine-op-inspct, White, Female, Portugal, <=50K
 State-gov, Some-college, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 ?, 11th, Married-civ-spouse, ?, Asian-Pac-Islander, Female, Laos, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Female, United-States, <=50K
 Private, Bachelors, Married-AF-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 State-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Black, Female, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, White, Female, ?, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, 9th, Married-civ-spouse, Farming-fishing, White, Female, United-States, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Black, Female, United-States, >50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, Mexico, <=50K
 ?, Assoc-voc, Married-civ-spouse, ?, Amer-Indian-Eskimo, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female, China, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Tech-support, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, England, >50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 State-gov, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, 12th, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Black, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Other-service, Asian-Pac-Islander, Female, ?, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, 12th, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Black, Female, ?, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 State-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Preschool, Married-civ-spouse, Machine-op-inspct, White, Female, Mexico, <=50K
 Private, Masters, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 ?, Some-college, Married-civ-spouse, ?, White, Female, United-States, <=50K
 ?, Bachelors, Married-civ-spouse, ?, White, Female, United-States, <=50K
 ?, Bachelors, Married-civ-spouse, ?, White, Female, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Without-pay, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, United-States, <=50K
 State-gov, HS-grad, Married-civ-spouse, Tech-support, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, 9th, Married-civ-spouse, Machine-op-inspct, White, Female, United-States, <=50K
 ?, HS-grad, Married-AF-spouse, ?, White, Female, United-States, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Tech-support, White, Female, United-States, >50K
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Self-emp-not-inc, 11th, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Protective-serv, Black, Female, United-States, <=50K
 Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Other-service, Asian-Pac-Islander, Female, Philippines, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Other-service, White, Female, Scotland, <=50K
 Private, Some-college, Married-civ-spouse, Other-service, White, Female, ?, <=50K
 Private, 11th, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 ?, Bachelors, Married-civ-spouse, ?, White, Female, United-States, >50K
 ?, Some-college, Married-civ-spouse, ?, Black, Female, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, 1st-4th, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Local-gov, Some-college, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 ?, Bachelors, Married-civ-spouse, ?, Asian-Pac-Islander, Female, China, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, Nicaragua, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, 7th-8th, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, 9th, Married-civ-spouse, Machine-op-inspct, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Female, China, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, Cuba, >50K
 ?, Bachelors, Married-civ-spouse, ?, White, Female, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Other, Female, Puerto-Rico, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 ?, 5th-6th, Married-civ-spouse, ?, White, Female, Mexico, <=50K
 ?, Bachelors, Married-civ-spouse, ?, Other, Female, Taiwan, >50K
 Private, Assoc-voc, Married-civ-spouse, Tech-support, White, Female, United-States, >50K
 Self-emp-inc, Some-college, Married-civ-spouse, Sales, White, Female, Canada, >50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, White, Female, Canada, <=50K
 ?, Bachelors, Married-civ-spouse, ?, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Female, United-States, >50K
 State-gov, 12th, Married-civ-spouse, Tech-support, White, Female, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Craft-repair, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, Cuba, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, El-Salvador, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female, South, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Black, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Black, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Federal-gov, Some-college, Married-AF-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, Black, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Female, United-States, >50K
 ?, Some-college, Married-civ-spouse, ?, White, Female, United-States, <=50K
 State-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Prof-school, Married-civ-spouse, Sales, Amer-Indian-Eskimo, Female, South, >50K
 ?, Some-college, Married-civ-spouse, ?, White, Female, United-States, >50K
 ?, 10th, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, Other, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, England, <=50K
 State-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, Black, Female, United-States, <=50K
 Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Prof-school, Married-civ-spouse, Exec-managerial, White, Female, Japan, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Federal-gov, Some-college, Married-civ-spouse, Tech-support, White, Female, United-States, <=50K
 Local-gov, Assoc-voc, Married-civ-spouse, Tech-support, White, Female, Nicaragua, >50K
 Private, Prof-school, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, White, Female, England, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Female, United-States, <=50K
 Private, Masters, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, >50K
 ?, Bachelors, Married-civ-spouse, ?, Black, Female, ?, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 ?, Bachelors, Married-civ-spouse, ?, White, Female, Canada, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Female, United-States, >50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Female, United-States, <=50K
 Private, HS-grad, Married-AF-spouse, Other-service, White, Female, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, Mexico, <=50K
 Private, Some-college, Married-civ-spouse, Other-service, White, Female, United-States, >50K
 ?, Some-college, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female, Philippines, >50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 State-gov, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Black, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Female, ?, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 ?, Assoc-voc, Married-civ-spouse, ?, Black, Female, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Other-service, White, Female, Puerto-Rico, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Masters, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Other, Female, Mexico, >50K
 Self-emp-inc, 10th, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Female, Philippines, >50K
 Private, Assoc-voc, Married-civ-spouse, Tech-support, White, Female, United-States, >50K
 State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Black, Female, United-States, <=50K
 Private, 10th, Married-civ-spouse, Other-service, Black, Female, United-States, <=50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, Asian-Pac-Islander, Female, Philippines, <=50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, White, Female, United-States, <=50K
 Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, White, Female, ?, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Female, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Other-service, Black, Female, United-States, >50K
 State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Tech-support, White, Female, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, United-States, <=50K
