 Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Asian-Pac-Islander, Male, India, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Machine-op-inspct, Asian-Pac-Islander, Male, Philippines, <=50K
 Private, 9th, Never-married, Exec-managerial, White, Female, Mexico, <=50K
 Private, Some-college, Never-married, Farming-fishing, Black, Male, United-States, <=50K
 State-gov, HS-grad, Never-married, Protective-serv, Asian-Pac-Islander, Male, United-States, <=50K
 Private, 5th-6th, Never-married, Farming-fishing, Black, Male, Mexico, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 Private, 11th, Divorced, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, 9th, Divorced, Other-service, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Local-gov, Some-college, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, 11th, Never-married, Other-service, White, Male, United-States, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Other-service, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, Asian-Pac-Islander, Female, ?, <=50K
 ?, HS-grad, Never-married, ?, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, Vietnam, <=50K
 Private, 11th, Never-married, Transport-moving, White, Male, Guatemala, <=50K
 Private, Some-college, Never-married, Tech-support, Asian-Pac-Islander, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 State-gov, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Widowed, Other-service, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Widowed, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Black, Female, United-States, <=50K
 Private, Some-college, Never-married, Tech-support, White, Female, United-States, <=50K
 Private, 12th, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Black, Male, Jamaica, <=50K
 Private, Assoc-acdm, Never-married, Prof-specialty, Asian-Pac-Islander, Female, Philippines, <=50K
 Private, 12th, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, United-States, <=50K
 Local-gov, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Private, 10th, Divorced, Sales, White, Female, United-States, <=50K
 Private, Some-college, Separated, Priv-house-serv, White, Female, El-Salvador, <=50K
 Private, 12th, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Other-service, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, ?, <=50K
 Private, Masters, Never-married, Tech-support, White, Male, United-States, <=50K
 Federal-gov, Some-college, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, 9th, Never-married, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, 12th, Never-married, Transport-moving, White, Male, United-States, <=50K
 Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, Assoc-voc, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, 12th, Divorced, Transport-moving, Black, Male, United-States, <=50K
 Private, 11th, Never-married, Other-service, White, Male, Mexico, <=50K
 Private, 11th, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, Black, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, United-States, <=50K
 Private, 9th, Never-married, Handlers-cleaners, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, Mexico, <=50K
 Private, HS-grad, Separated, Prof-specialty, Black, Female, United-States, >50K
 Federal-gov, Bachelors, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, 10th, Never-married, Farming-fishing, White, Male, Mexico, <=50K
 Private, 10th, Never-married, Sales, White, Male, United-States, <=50K
 Private, 5th-6th, Never-married, Adm-clerical, White, Female, Mexico, <=50K
 Private, Bachelors, Never-married, Sales, White, Male, United-States, <=50K
 ?, HS-grad, Never-married, ?, White, Female, Mexico, <=50K
 Private, 9th, Never-married, Sales, Other, Female, Mexico, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Tech-support, Asian-Pac-Islander, Male, Vietnam, <=50K
 Private, Some-college, Never-married, Farming-fishing, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Prof-specialty, Asian-Pac-Islander, Female, South, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, 1st-4th, Never-married, Other-service, Other, Female, El-Salvador, <=50K
 Private, HS-grad, Divorced, Priv-house-serv, Black, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Preschool, Widowed, Priv-house-serv, White, Female, Guatemala, <=50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Separated, Other-service, Black, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Private, 10th, Never-married, Other-service, White, Male, Mexico, <=50K
 State-gov, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Married-spouse-absent, Exec-managerial, White, Female, United-States, <=50K
 Private, 5th-6th, Never-married, Handlers-cleaners, White, Male, Mexico, <=50K
 Private, Some-college, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, 1st-4th, Never-married, Handlers-cleaners, White, Male, Mexico, <=50K
 Private, 5th-6th, Married-spouse-absent, Craft-repair, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, 11th, Separated, Farming-fishing, White, Male, Puerto-Rico, <=50K
 Self-emp-inc, HS-grad, Widowed, Sales, Asian-Pac-Islander, Male, United-States, >50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 State-gov, Masters, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Machine-op-inspct, White, Male, Ecuador, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, Asian-Pac-Islander, Female, Thailand, <=50K
 Private, Some-college, Never-married, Sales, Black, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male, India, <=50K
 Private, Some-college, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Machine-op-inspct, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Sales, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, Asian-Pac-Islander, Male, Hong, <=50K
 Private, 12th, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, 5th-6th, Widowed, Other-service, White, Female, ?, <=50K
 State-gov, Bachelors, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, 10th, Never-married, Handlers-cleaners, White, Male, Mexico, <=50K
 Private, 11th, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, Peru, <=50K
 Private, 5th-6th, Married-spouse-absent, Craft-repair, White, Male, El-Salvador, <=50K
 Federal-gov, Some-college, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, 1st-4th, Separated, Priv-house-serv, White, Female, Mexico, <=50K
 Private, Bachelors, Never-married, Other-service, White, Female, United-States, <=50K
 Private, 10th, Never-married, Sales, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Other, Female, Ecuador, <=50K
 ?, Some-college, Never-married, ?, Asian-Pac-Islander, Male, Vietnam, <=50K
 Private, Bachelors, Never-married, Adm-clerical, Asian-Pac-Islander, Female, United-States, <=50K
 Federal-gov, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Asian-Pac-Islander, Male, India, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, Mexico, <=50K
 Private, 10th, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, Asian-Pac-Islander, Male, Philippines, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Exec-managerial, Asian-Pac-Islander, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Private, 7th-8th, Never-married, Other-service, Asian-Pac-Islander, Female, Philippines, <=50K
 Private, Some-college, Never-married, Other-service, Asian-Pac-Islander, Male, Vietnam, <=50K
 Private, Some-college, Never-married, Other-service, Black, Female, Haiti, <=50K
 Local-gov, 12th, Married-civ-spouse, Other-service, White, Female, Mexico, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, White, Male, Columbia, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Prof-specialty, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Other-service, Asian-Pac-Islander, Female, ?, <=50K
 Private, Some-college, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Machine-op-inspct, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, Black, Male, ?, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, El-Salvador, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Private, 5th-6th, Never-married, Priv-house-serv, White, Female, El-Salvador, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 ?, HS-grad, Divorced, ?, Black, Female, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Married-spouse-absent, Handlers-cleaners, Asian-Pac-Islander, Male, ?, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Private, 1st-4th, Married-civ-spouse, Other-service, White, Male, England, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 Self-emp-not-inc, 1st-4th, Widowed, Sales, White, Male, Mexico, <=50K
 Private, Assoc-voc, Never-married, Adm-clerical, Asian-Pac-Islander, Male, Vietnam, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 State-gov, Bachelors, Never-married, Prof-specialty, Black, Female, United-States, <=50K
 Self-emp-not-inc, 1st-4th, Widowed, Craft-repair, White, Female, Columbia, <=50K
 Private, 12th, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Assoc-acdm, Married-spouse-absent, Craft-repair, Asian-Pac-Islander, Female, ?, <=50K
 Private, 11th, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Private, 1st-4th, Never-married, Machine-op-inspct, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, United-States, <=50K
 ?, 9th, Never-married, ?, White, Male, El-Salvador, <=50K
 Private, 11th, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, 5th-6th, Married-spouse-absent, Machine-op-inspct, White, Male, Mexico, <=50K
 Private, Some-college, Never-married, Craft-repair, Asian-Pac-Islander, Female, Vietnam, <=50K
 Private, Bachelors, Divorced, Tech-support, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Sales, White, Female, United-States, >50K
 Private, Assoc-voc, Never-married, Tech-support, White, Female, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Other, Female, El-Salvador, <=50K
 Self-emp-inc, HS-grad, Never-married, Sales, White, Male, ?, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Local-gov, HS-grad, Never-married, Handlers-cleaners, Black, Male, United-States, <=50K
 Private, 11th, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, Asian-Pac-Islander, Female, Hong, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, 10th, Never-married, Priv-house-serv, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, 12th, Separated, Machine-op-inspct, White, Female, Cuba, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, United-States, <=50K
 Self-emp-not-inc, 9th, Married-civ-spouse, Farming-fishing, White, Male, Cuba, <=50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Other-service, White, Female, Mexico, <=50K
 Private, Bachelors, Separated, Prof-specialty, Black, Female, Jamaica, <=50K
 Self-emp-not-inc, Some-college, Widowed, Exec-managerial, White, Male, United-States, <=50K
 Self-emp-inc, HS-grad, Separated, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, Black, Female, United-States, <=50K
 ?, 10th, Never-married, ?, White, Male, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Other, Male, Ecuador, >50K
 Private, Prof-school, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female, Philippines, <=50K
 Private, Some-college, Widowed, Other-service, Black, Female, Haiti, <=50K
 Local-gov, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Self-emp-not-inc, Assoc-acdm, Never-married, Farming-fishing, White, Male, United-States, >50K
 Private, HS-grad, Divorced, Other-service, Black, Female, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Other, Male, Mexico, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, White, Male, ?, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Farming-fishing, White, Male, Mexico, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Black, Female, ?, <=50K
 Private, 10th, Never-married, Other-service, Black, Male, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Self-emp-not-inc, 7th-8th, Widowed, Farming-fishing, White, Female, United-States, <=50K
 Private, 11th, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, Some-college, Separated, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Black, Male, United-States, <=50K
 ?, HS-grad, Never-married, ?, Asian-Pac-Islander, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Asian-Pac-Islander, Male, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male, Cambodia, >50K
 Private, HS-grad, Widowed, Other-service, White, Female, United-States, <=50K
 Self-emp-inc, 11th, Never-married, Exec-managerial, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Craft-repair, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Asian-Pac-Islander, Male, ?, <=50K
 Local-gov, 5th-6th, Never-married, Handlers-cleaners, White, Male, Guatemala, >50K
 Private, HS-grad, Never-married, Craft-repair, Other, Male, Nicaragua, <=50K
 Private, 1st-4th, Married-civ-spouse, Handlers-cleaners, White, Male, Mexico, <=50K
 Local-gov, Some-college, Never-married, Protective-serv, White, Female, United-States, <=50K
 Private, Preschool, Married-civ-spouse, Machine-op-inspct, Black, Male, Dominican-Republic, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Local-gov, 7th-8th, Never-married, Other-service, Black, Female, United-States, <=50K
 ?, 12th, Divorced, ?, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, Black, Male, United-States, <=50K
 Private, Assoc-acdm, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
 State-gov, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
